population_thousands,industrial_output_index,avg_temperature_c,precipitation_mm,water_pricing_tier,infrastructure_age_years,leakage_rate_percent,agricultural_share_percent,conservation_programs,metering_coverage,climate_type,economic_development,water_consumption_ml_per_capita
884.0,98.36996102031992,,154.77734225969476,Low,30.574680410694498,21.804793446907563,62.46748904069371,None,Complete,Semi-Arid,Low,73.98730109085012
388.0,75.16269725176357,17.27507477620776,230.60060415074818,Low,19.43361769501036,15.192824895346243,52.10254685283519,None,Complete,Humid,High,113.86974885569137
470.0,23.431333560496892,16.626976357884903,278.19105844319336,Low,87.60888791032593,16.398634922571212,47.852668447718514,Comprehensive,Partial,Humid,Medium,428.8268166487197
808.0,38.84617650112485,31.331364929706254,83.3984144114635,High,95.48810840903906,30.897094949667416,68.73152166337294,Comprehensive,Complete,Temperate,Medium,253.11738687619436
58.0,12.851668111340986,25.104541662695446,212.6512611096589,Medium,35.20806928969172,15.274390098505174,,None,Partial,Humid,Low,
645.0,23.317425357844513,28.60149567534166,118.57869035644785,High,59.72551035230236,26.550796677325124,63.757664324417924,Basic,Partial,Semi-Arid,High,391.20109088998566
85.0,77.14696022077253,15.611581677121542,39.3771613463005,Very High,55.45992559601048,6.081865738307287,22.89133098550362,None,Partial,Semi-Arid,Medium,91.25926798112846
800.0,94.36141994695693,21.713271464289466,38.37474361149867,Low,31.038432710309937,32.86502367644712,28.904891759689093,Advanced,Partial,,Medium,310.1872395734013
867.0,70.12505530962541,26.335860014953514,297.68628500193506,Medium,13.70116066984971,8.340194934737575,63.921818752725564,Basic,Partial,Humid,Low,250.50087970130153
266.0,41.23212947064974,28.103602457168574,166.19517887139526,High,42.530974103521224,36.52589958986445,24.783711708212117,Basic,Complete,Temperate,Medium,300.0234429536357
254.0,99.06545137695444,13.20020221753164,237.0656848515647,Low,82.36643785603464,5.302086075771382,65.97892601908397,Basic,Partial,Semi-Arid,Medium,82.9237203109457
345.0,52.62147435892207,33.94867773592648,280.53602449704647,Low,75.90779659832587,19.521905949438462,56.02100742483269,None,Partial,Temperate,Low,68.49900521715185
335.0,51.63803801240514,,33.20778342391982,Low,88.1952713753451,27.602601818073186,14.942616038798002,Advanced,Partial,Semi-Arid,Medium,282.313254967817
807.0,19.705071316894195,15.120985548148571,91.19231179260763,Medium,50.67159203162904,27.64603918852356,24.097744723186203,Basic,Partial,,Medium,455.5089528835831
150.0,24.62175350393345,13.266018770171017,201.59344696148756,Medium,80.0562268674342,38.95787300221393,72.08182786664408,Basic,Partial,Temperate,Low,465.18809193223024
218.0,98.11475470171317,18.64816424308168,,Very High,75.41529464293129,19.45010411690219,43.609350598541965,Advanced,Complete,,Low,253.76173017648168
,64.66664650767285,13.722125592154747,83.75075029469068,High,50.045642024911686,35.56319938402936,44.52113481087878,Comprehensive,Complete,Semi-Arid,High,387.58174935456117
521.0,30.007101798402648,24.130521756209546,174.06753117663564,High,37.40974016906623,27.486233225498967,55.40292109266045,Basic,Partial,Arid,High,101.35152538236669
936.0,50.80612503070968,29.46525867293579,166.15196255022448,Very High,70.03057731196837,20.462218175979782,30.3482690744086,None,Partial,Temperate,Medium,188.47202263911765
336.0,63.59061636937761,24.388680665752013,65.07220701255088,Low,23.140059381629825,15.861602263372854,61.30335084437539,Advanced,Partial,Temperate,,127.63548978035249
340.0,89.33176117131502,34.61386727271156,193.71035499779512,Medium,82.66491638563228,9.948277735992644,46.97269748999068,None,Complete,Arid,High,147.73324666819656
426.0,88.23592522787976,28.407062473886104,39.130842609218355,Medium,98.54886524299941,8.230815807815643,73.23213256498786,None,Partial,Humid,High,144.4276691566011
92.0,,,182.32672112560599,Low,50.78481031884763,37.79851946317056,22.730662670495533,None,Complete,Temperate,Medium,146.2729566049006
123.0,89.4118252836111,19.571826060048583,260.7113863847767,Medium,87.45517855362667,28.19007257125742,2.1288495352378245,Advanced,Partial,Semi-Arid,,90.51174517042861
146.0,81.33452025204375,22.404857832619605,45.04620790437086,Low,37.84333110837065,21.353822466863534,25.20598605953601,Basic,Complete,Temperate,Low,112.28521303849611
144.0,75.10297837234829,16.547988890410004,259.2848588705415,Very High,93.27021128144115,20.757158871975225,29.377106919887687,Basic,Complete,Temperate,Medium,269.68926448883235
100.0,83.0566504150233,21.397098327731644,52.16768184397901,Very High,,17.23871520393618,64.78597090347647,None,Partial,Temperate,High,185.942005092572
947.0,22.03442148267205,22.054201277029527,206.24439660766686,Medium,33.06419044608873,36.43818967776156,35.76033369001729,Basic,Complete,Semi-Arid,Medium,244.90812476435744
862.0,13.329058303869722,24.998514464661632,229.94218687705677,Medium,43.890246101754386,28.133009296150075,14.469814155049958,Basic,Partial,Arid,Low,108.88447575392507
432.0,79.29791502652046,28.360777988779116,,Very High,,31.31855987485598,16.173079411134957,Comprehensive,Complete,Semi-Arid,High,
872.0,81.66354138087168,28.07124775361739,231.97351429222707,Medium,73.3804455585514,35.35387611532968,76.15261348353602,Advanced,Partial,,Low,123.5178187848125
545.0,82.9868365184322,18.81469954681585,67.24531417565751,Very High,,22.80778656774073,9.820650443911463,None,Complete,Arid,High,63.772689800162034
510.0,17.557990387533284,21.94521392557261,196.40095019546345,High,74.50970556316965,30.814675252831528,24.140572610096143,Basic,Complete,Semi-Arid,Medium,251.51809521404513
471.0,94.95957968324912,28.25396335172976,224.49016306106117,Very High,65.91061791971714,17.679342406536932,9.342317587839783,Advanced,Partial,Semi-Arid,Medium,362.67561142678903
445.0,14.040477990776367,17.95395036829136,117.51225717403686,Medium,81.5746414988262,39.07349682313791,33.531733253787586,Basic,Partial,Temperate,High,273.95260457151596
558.0,20.189523838612587,22.19966634542219,,High,31.79492666521774,16.557837781556785,5.5952024240540865,Comprehensive,Partial,Arid,Low,284.0416437997166
725.0,17.540738507215924,15.310367809222635,238.26693405705268,High,50.0676105542089,31.674614441551867,68.84286964684068,Advanced,Complete,Arid,High,65.9472953198759
889.0,47.106806592755376,24.741574774177536,259.46572740452257,High,10.870702250121198,13.76499305195595,0.17399352182914996,Basic,Complete,,High,249.49461074417334
457.0,25.605014087458233,11.911999000922648,176.7186464857094,High,65.2687805548664,35.07777921994903,70.54209150513758,Basic,Partial,Humid,High,
212.0,66.49021299294424,30.299485147410245,119.33778320713188,Low,98.7540197698188,,28.74247957523144,Advanced,Partial,Semi-Arid,Low,162.8705149881593
635.0,80.57030939687702,29.601344119704088,45.08085604497547,Medium,70.05724997380733,30.835803702908027,23.062603439077165,Basic,Partial,Humid,High,298.7766519984908
,56.84495097626756,16.086666425755496,106.56814988653156,Low,74.0903148749611,27.00522367208236,74.13785304669162,None,Partial,Humid,Medium,201.7862022951766
160.0,10.839035714277422,23.669520950736935,48.995312156229666,Low,40.87722113410707,10.127633435126103,77.4096482891146,Basic,Complete,Temperate,Medium,290.02952766472066
868.0,38.10916503139155,21.017841912021808,18.034008339787068,Very High,36.6101415432811,15.482944507175626,20.13136324413674,Comprehensive,Partial,Temperate,High,389.5675473888186
56.0,11.855775871916629,15.334080220797532,,Low,37.56132940100103,33.46902596638499,29.86389663443722,Comprehensive,Complete,,High,75.80514045761083
,11.058217420052973,20.11534161307,90.55507507499718,Very High,35.48490189281425,24.69142105016441,25.49969664454985,Basic,Complete,Humid,High,79.46884984911594
64.0,,12.289026092187427,242.027235736139,Very High,54.92583040095017,20.523924725331742,29.46316781936675,Comprehensive,,Arid,Medium,297.548022494718
203.0,84.38980767830097,22.385889168029372,31.999688587883313,Low,48.23151334885175,9.533122813889637,47.9013634000463,Advanced,Complete,Semi-Arid,High,366.91492220048093
337.0,71.01617700902722,10.851632672650574,80.10963196982404,Very High,99.22067890598943,30.247427560297425,17.506320334507546,Advanced,Partial,Temperate,Low,84.12893689111235
791.0,11.199353591352878,,242.36365807488164,,87.44542196450786,12.775934242573813,24.630027414240267,None,Partial,Temperate,High,395.71747145938116
,31.926536013036078,20.012178387229543,213.32132407510565,Medium,36.2962772024767,29.590388871731818,5.007961427284293,None,Complete,Temperate,High,97.53493883914709
405.0,32.421593707391416,18.144957687675305,171.52446649865342,Medium,25.45674305447013,18.78181983190878,27.255407188781618,Basic,Complete,Humid,Low,334.2264500489456
748.0,80.19449981419773,33.91794076463242,287.7435079828915,Very High,35.6869209830618,39.59123730527828,29.724087941161095,Basic,Complete,Humid,Medium,245.12586887338372
345.0,97.42562829637245,23.30445130424843,102.32710145141154,Low,47.68223933252139,9.06804599513013,,Comprehensive,Partial,Humid,Medium,497.1777571596167
959.0,2.665988154193921,22.33790855824458,211.95000943668657,High,32.134792191517136,,19.1462307459597,,,Arid,High,258.7146434038654
634.0,47.508725451276334,,239.9129404651242,Medium,77.03813603063742,17.590514468641008,32.54594118659358,Comprehensive,,Humid,High,155.37432103347203
17.0,23.6564738914838,25.24534067189949,279.5772754497645,Very High,22.25335506070838,25.814879271773208,75.33711570418846,None,Complete,Arid,High,448.23003476209817
,48.31861599045176,20.890706958242546,229.15302908274847,Low,98.12391199054036,34.32323568442344,62.83946783457268,Advanced,Partial,Temperate,High,407.9503245897058
449.0,31.872529461564135,21.737633535355734,238.24868596557576,Medium,45.499300789953175,8.372301991619414,26.47129977080004,,Complete,Semi-Arid,Low,405.7821843004763
581.0,69.58033006848119,24.46735701575938,184.16725256215028,High,90.77576328566052,6.646485149777378,54.45928219638254,Basic,Complete,Humid,Medium,170.39948347755868
816.0,14.086799345255374,20.037953282683823,159.59404275707962,High,97.37271102290546,27.655541685280298,46.14421035668112,None,Partial,Semi-Arid,Low,111.40762172204926
985.0,61.62023012088894,,209.87130426319186,,93.33111181057467,24.801913060416553,25.083596079111523,None,Partial,Humid,High,113.25762378699575
651.0,8.120522032527743,29.987289138789045,70.19958214485204,High,46.61130382263245,31.816799449582955,15.219217184104634,Advanced,Partial,,Medium,231.56667590405357
88.0,68.26602339476807,22.909003144944222,157.1697921673424,Medium,95.60357850079333,7.470676407745133,10.540603457469242,Comprehensive,Partial,Semi-Arid,High,56.162313091987635
201.0,91.58374963420994,21.67085221133918,45.479307156738926,High,99.09412357409438,,57.14833653090807,Advanced,Complete,Semi-Arid,Medium,168.3280127525665
369.0,38.02660712813057,26.12388256138709,175.53038194045328,High,13.81823747103272,25.129360978064604,6.264612229976176,Comprehensive,Complete,Humid,Low,348.4562367312282
532.0,48.79741098069387,27.002668534007668,142.1878612270636,,29.61822010806071,8.454755640487749,1.5036646170614443,Basic,Partial,Arid,Medium,246.4324699951773
207.0,90.52968107592366,13.207080339952675,243.75325106516917,,54.410867621303495,31.612474855986438,5.9440548210853805,Advanced,Partial,Temperate,Low,277.9829210449067
330.0,79.47928269871511,24.355582157369412,258.77058428772045,Low,88.5446581343918,15.582173920561054,76.17654054352903,Comprehensive,,Semi-Arid,Medium,281.9106240879894
429.0,73.64372648070632,20.01993123190733,128.3736757600864,Low,76.55147604522864,5.548075174578596,62.183252060171185,None,Partial,Arid,High,438.45928985962126
328.0,51.947889868455874,17.2914781467014,260.7644018343472,High,67.27197142164827,12.746652803495849,71.22916729570736,Comprehensive,Complete,Temperate,High,
497.0,76.14150475001232,22.932519543324005,281.4121343906974,Low,68.48670776766937,32.39248396308312,35.32984284400483,None,Partial,Semi-Arid,High,476.7552463442677
738.0,13.655174175522443,27.18796276184617,,High,68.99470896125158,33.412107200400484,9.095566035412794,Basic,Partial,Arid,Low,109.35009700151734
72.0,98.13977435488724,32.574632691243814,32.21751002280831,Very High,71.50148547310064,,12.770449617927717,Advanced,Complete,Semi-Arid,,72.05114268751697
664.0,40.0171209970032,25.816741424034714,246.66635684849325,Medium,53.61836632295334,11.909038000920157,52.268623111776115,Comprehensive,Complete,Temperate,Medium,123.09260551301804
71.0,23.775189555221043,27.64115659434569,84.70372447570284,Medium,59.58927167107616,37.4848389539528,15.488283203014674,Advanced,Partial,Semi-Arid,High,356.43796562083895
65.0,12.232350613908016,23.242269658233532,262.71885844073984,Very High,18.48269624501056,33.92252202970816,11.00709613176611,Basic,Complete,Humid,High,104.63598724017257
544.0,92.20492260448493,33.958373513263496,36.70128846224425,Very High,39.11904117905168,17.995850898440185,76.16885255908164,Basic,Partial,Semi-Arid,Medium,68.55065534901048
52.0,7.400504782221773,15.735316610226448,92.71243194467596,High,,19.314261853161177,,Basic,Complete,Arid,Low,368.638750160095
552.0,15.834348198407678,13.927840310299255,259.01514352313404,,73.2659078421284,20.145385396209615,66.26344080325251,Basic,Partial,Humid,Medium,476.3277387567839
,89.70629931735675,28.407200100347012,51.63392080744872,Medium,50.23399474116166,36.060401303486096,16.439212821868765,,Partial,Humid,Low,197.42513548842086
600.0,95.49454256766127,21.25749336211252,200.9040001265949,Medium,18.517395934754294,21.590598688080473,17.635870611778223,Comprehensive,Partial,Semi-Arid,High,490.08115364507194
941.0,71.40494721220493,27.98709356241685,126.29326707043107,Medium,66.47849668069277,37.4195553088624,,Basic,Partial,Humid,High,122.03149654005894
,36.45857265176223,12.411799809829942,123.83602640153242,,23.14707963958736,26.57900214603101,29.820874971502906,Comprehensive,Complete,Semi-Arid,Medium,305.17285771481204
718.0,46.197769256607636,30.508809030546843,9.671463523280266,Medium,93.75222358864703,16.833461990519403,62.98621208077365,Advanced,Complete,Humid,Low,474.1795057631499
101.0,40.058938356438134,13.06409369393125,45.7647630496721,Low,19.063720701784383,23.1407858581503,5.784820753565105,Advanced,Complete,Semi-Arid,High,251.90909122634687
585.0,16.430111375660584,33.2316821359057,114.70948032590137,High,,17.172426220323132,1.0739005445393968,None,Partial,Semi-Arid,Medium,423.52899870747035
263.0,44.86007752541897,28.718933909161226,152.6036673083215,High,30.82949291313782,19.188515262383707,78.902298214822,None,Complete,Semi-Arid,Medium,483.57927280113324
588.0,41.34456255423732,29.484513938236805,,Very High,48.31601716640947,38.57840707249377,59.01626555970034,None,Partial,Semi-Arid,Medium,70.11751183539701
825.0,98.33477240199488,32.98422661772289,195.28840417758724,Medium,75.97066799311055,17.584098700409047,14.934845983178704,Advanced,Partial,Semi-Arid,High,472.8246242148198
309.0,93.69084937983227,11.020322399537324,211.83540840782098,High,41.136343009602086,25.572401184525955,60.92933597865071,Advanced,Partial,Semi-Arid,High,207.52941044900896
721.0,74.76344188698644,32.70061776345109,291.96066939484984,Medium,40.63957417409382,6.676238931258345,38.42935999164372,Comprehensive,Complete,Arid,Low,310.1603165751026
585.0,39.9672331689252,12.811550447346875,197.95889396085758,Very High,55.884829981722504,33.17653579743225,16.72583763733483,Advanced,Partial,Humid,Medium,364.85323776541145
135.0,17.90942875665055,17.712445241223673,250.64825611001223,Low,77.86190178995002,25.43928951394358,62.738950578315766,,Partial,Semi-Arid,Low,482.2081083748837
93.0,69.65942316392625,32.62211735713434,101.57240795397576,Low,31.380165360407283,24.83667165783177,29.983001902874314,Advanced,Complete,Temperate,Low,353.2957745321308
83.0,63.146634283044335,22.28887780766447,106.12197836862016,High,60.392876837583515,32.05124593774253,72.86668166098771,Advanced,Partial,Temperate,Medium,225.6499023749623
502.0,16.310535808307847,20.83348387138046,240.64135140638945,Medium,42.718812546981056,17.203296095604223,,,Complete,Humid,Medium,499.2702848523721
57.0,64.29245011385788,19.24607341312825,212.29295521320603,Medium,64.39016736625271,22.26808402012759,53.068968366662745,None,Partial,Temperate,High,405.24053027771237
236.0,19.23402949257511,23.17959198791288,234.02676676015372,Low,96.17280335932982,28.77751071533777,27.599118672133372,,Partial,Temperate,Low,146.35616804511
702.0,55.615825358103436,19.47990409604769,278.62292464945983,Very High,26.534773820342966,15.638449853073912,71.10138780654766,None,Complete,Semi-Arid,Low,266.5499855102448
391.0,40.309639014978835,22.763471450328915,261.1239625967678,Very High,26.10585378510378,18.67733988308742,67.56588384735451,Comprehensive,Partial,Semi-Arid,Medium,146.18181378134076
,23.09006286375821,33.78948900890194,66.39629758864814,Medium,10.401417617692896,,15.581826138173067,Comprehensive,Complete,Arid,Low,482.9538292832307
476.0,76.98589980991662,10.607071916256405,45.648692523016386,Medium,11.0465777032328,6.1940367989641345,53.775627372382786,Comprehensive,Complete,Temperate,High,157.1921886685961
130.0,38.08138844368029,33.82701923272301,1.0964710200122463,High,24.941545809177263,31.840899362391312,41.07514590439281,Comprehensive,Partial,Humid,High,
303.0,4.900975491054216,29.6907767004607,189.55555526843253,Very High,96.02712154683752,,20.77896979712971,Advanced,Complete,Arid,Low,133.73988473097637
308.0,,25.6249093886512,191.37550993122102,Very High,73.33853870019664,25.395729355598856,,None,Complete,Arid,High,199.39854617607622
956.0,78.76705075749933,14.460284167882282,135.81790849039714,Medium,58.37353831897713,6.816361973449938,16.335271228011035,Advanced,Partial,Arid,High,169.8515261720297
898.0,32.3206578073649,22.64614420431454,68.04208291397154,Low,35.14378259146628,19.25604576763477,,Advanced,Complete,Humid,Low,437.0592645581232
59.0,68.0152295685179,21.411312624931636,,High,15.725466914338808,34.593407514163026,71.4624417517604,Advanced,Complete,Arid,Low,329.0988601119245
663.0,82.23465288324462,22.700005078504063,158.91725878749605,Medium,48.38724150132464,28.86564863426358,44.293637124442455,None,,Humid,Medium,247.22633426932018
,47.44827667830956,25.728650416537466,,Low,51.96844223153389,11.936245328257986,,Comprehensive,Complete,Semi-Arid,High,253.95853222790643
859.0,87.3147123579749,28.813396806559616,273.60412670533634,High,80.09982208261752,26.931941832471104,,Advanced,Complete,Arid,Medium,346.8953806479114
387.0,55.737919607967044,32.43307997511371,216.51941132506633,High,82.20821901850623,9.946784569566674,,Comprehensive,Complete,Arid,Medium,252.88742400895447
256.0,37.45595744793873,10.121554975419699,123.27956267576106,Low,28.49245095009223,11.872035576890685,47.80980659227381,Basic,Complete,Temperate,Low,146.01212687685404
220.0,44.68705364576174,31.018668953237388,35.82582153535686,Low,82.53493643379409,14.414963746287485,1.5507172746883846,None,,Humid,Low,235.78393044435364
601.0,67.45773266271604,18.843333537364256,267.05550365286683,Very High,89.0971371057498,35.60224345846848,63.97415882006901,Advanced,Partial,Temperate,Low,161.12361965425606
535.0,26.57285092695697,25.122622090036643,173.78294234900412,Low,78.76897124919407,38.77765197402838,1.4081082533163247,Comprehensive,Complete,Humid,Medium,405.19828598433827
780.0,6.045510271660515,14.158087381353118,187.2536709711485,High,14.871751607051543,,1.1177814523911156,None,Complete,Arid,High,360.39605703368613
814.0,60.49829256452147,17.34184457230562,18.475441292439054,Medium,84.57247191932998,37.00160549971156,17.09969409545474,Basic,Partial,Temperate,Low,455.8956807470332
33.0,15.065418362471005,14.889192793288297,54.227524644092505,,25.348110485562096,16.789565554134697,75.4350975786935,Comprehensive,Complete,Humid,High,232.5424107035473
,18.867222603731793,24.65341874109668,18.260574552345254,Medium,71.3611880571224,23.572171286440412,20.602412370897714,Advanced,Complete,Arid,High,100.74781190801974
683.0,17.892380416463215,32.70550746637537,226.7303897670608,Low,30.04687229885431,16.129273361756447,77.10820646550563,Comprehensive,Partial,Arid,Medium,231.2796259198621
114.0,54.599367296257576,30.806465039374444,62.76822035881283,Medium,96.24625181771022,14.274921748762088,12.06703471262637,Advanced,,Semi-Arid,Medium,420.5297802178477
550.0,43.45693492305106,15.31391148722697,5.074940077697454,Low,49.18295396838938,5.023172168832687,21.22690723659815,Comprehensive,Complete,Humid,Low,273.02207351269294
110.0,49.23959600776083,18.43510266812124,39.044823126246285,Low,47.67105254845612,36.53463584015828,7.857552777568877,Basic,Partial,Semi-Arid,Low,474.6108308764843
247.0,,33.613333555970826,101.22138776256014,Low,50.22798358476759,,59.258399471358814,None,Partial,Humid,High,94.15309281613341
301.0,,30.272931017320516,171.27618664554203,Very High,26.797983014906084,14.196006211540265,12.451790772085483,,Partial,Semi-Arid,Low,244.39669329521894
992.0,39.64831887200327,,154.7029164376562,Very High,28.179623757305635,6.19697438822102,46.87950368434422,Basic,Partial,Semi-Arid,,240.8213500543096
921.0,30.140561441125456,,235.7536779380079,Medium,15.712672414443386,12.576361116489064,55.78307874453753,Comprehensive,Complete,Semi-Arid,Low,291.1447166456618
597.0,77.28028848010871,23.50685552933886,288.6362274339221,High,45.4869471415646,22.063395208759555,43.513636576291034,Advanced,Complete,Temperate,Low,
88.0,76.47736679431772,20.574757253674242,78.45676453237238,Medium,90.00703833748507,28.321800584703446,66.60959286889123,Comprehensive,Complete,Semi-Arid,Medium,476.6583736431961
128.0,,25.123237601326224,210.81071812743386,High,20.693540868735337,15.33243922259846,26.622928822831568,Comprehensive,Partial,Temperate,Medium,220.44252800526255
201.0,33.283658472816846,11.992281983612369,126.99053661804537,High,35.75153834588322,11.281370332017211,8.362327939184775,Advanced,,Humid,Low,125.23468790716835
428.0,89.7646443442181,28.62857316876924,15.55656371697376,Low,51.05674651507637,,,Basic,Complete,Humid,Low,111.65566269239136
187.0,66.08721746520416,,20.74346862800067,Low,85.37029273912721,24.1802725029449,7.530115576521936,None,Complete,Temperate,Low,384.5861302111184
432.0,24.62197223726399,24.201598899138666,81.18477094970602,,78.45366654158128,37.24249413923721,56.22730863668663,Basic,Partial,Temperate,Low,323.7317364024609
97.0,25.059248369896704,18.790367253899134,248.28875542798306,Low,81.5617714447493,37.67035057523875,37.26582065990128,None,Partial,Arid,Medium,137.98525650162247
390.0,75.34963555635062,26.409434457083794,269.54449196220025,High,48.95969996989676,35.622729425841314,65.16273619815077,Comprehensive,Partial,Humid,High,358.5428549171586
406.0,23.324968605262463,30.472881211860926,264.92626423578355,Low,37.66591408379796,13.159789905396417,58.210749019970066,Comprehensive,,Humid,Medium,202.89031748866702
721.0,87.18337177598336,14.87055199621037,227.76281549525416,Low,72.4888938823329,26.83007769929061,1.8091021760499792,Basic,Complete,Humid,High,421.35754631169107
772.0,9.184872708281711,23.125624323361567,7.2356030644159075,High,74.08995838645791,38.745658438929155,29.016591441178967,Comprehensive,Complete,Temperate,Medium,342.2789002218438
100.0,91.07285683646099,26.8124657462061,91.87403336978494,Medium,76.78145051964106,,16.20850815327629,Basic,Complete,Arid,High,431.2870991818424
325.0,25.48805370042986,14.87529898190293,215.21363783848224,Low,23.44033178801648,8.276132191048148,14.51283131015595,Advanced,Complete,Semi-Arid,Low,87.62522031955888
165.0,26.681991887732092,16.87591518207403,268.1613879247953,Very High,48.65478489618724,6.197273123256673,35.1122402358321,Comprehensive,Complete,Temperate,Low,263.92568803434983
208.0,38.46279502034749,33.33589009199251,191.06367504417423,Low,96.40335578284198,14.761890210480162,29.812719026935113,Comprehensive,,Humid,Low,142.0176521578215
104.0,22.911740676811554,23.156516764763367,237.58330995066441,Low,32.502325580084936,7.915131116322615,57.78333228529608,None,Complete,Semi-Arid,Medium,130.95620248913994
589.0,46.60568649125801,16.697583797555026,118.59830597598292,Very High,10.081737020143516,,3.6324802326639105,Advanced,Partial,Semi-Arid,Medium,376.9520876492249
699.0,23.771992234291005,11.961762265571915,267.6341730937822,Very High,52.66902302788242,6.653942594377571,63.43816038875887,Comprehensive,Partial,Semi-Arid,High,90.31332272040986
981.0,39.59809909072995,33.31760567161365,243.8603515019112,,45.32847631045823,25.78429830930265,44.32980794635617,Advanced,Complete,Semi-Arid,Medium,471.5444202298319
64.0,45.56193554707389,30.380371603769387,274.88440022182203,Medium,28.78509071402009,12.249790158711953,58.931484207284825,Comprehensive,Complete,Arid,Low,211.71998554984373
461.0,61.51559386187196,,12.31038241687914,Very High,64.18999210847326,14.53228437378138,9.53032733819648,Advanced,Partial,Humid,High,394.4760389792965
524.0,54.221223180158205,23.30881490686778,114.91976593086729,Low,49.31532624245998,35.69579669308639,23.980357499127287,Basic,Complete,Humid,High,313.0969957326175
63.0,48.95289274200111,13.518787714572078,188.8447136598183,Low,75.71975526937628,38.16222505275502,29.15411806734876,Basic,Complete,Semi-Arid,High,445.8422418277202
64.0,,31.54589071950764,187.0990858180736,High,48.48730174356804,26.74483634008439,38.463330244368244,Comprehensive,Complete,Temperate,Medium,316.7494968314577
671.0,37.62538937630113,14.470034860879371,68.5645875310268,Medium,66.10258377369098,24.77381045910794,63.27102174746818,Comprehensive,Complete,Temperate,Medium,326.6011091171515
655.0,74.74825359655429,32.694851791257776,92.4146192348073,Very High,98.21029118133956,7.476032260679675,31.1266952808423,None,Partial,Semi-Arid,High,135.68906412198663
122.0,32.4471760761149,30.829396667312498,290.5906776187292,High,31.74462110231912,20.495817219790013,74.30078069982798,Comprehensive,Partial,Semi-Arid,Medium,366.0795872379979
746.0,57.33666881877409,15.578470382501266,129.21155306386734,High,47.099125177149645,37.01202772761455,45.59879829799762,Advanced,,Humid,Low,457.64672421882346
981.0,81.0283850451033,26.68522307401156,268.36166073800956,High,33.46692544093307,25.15762527821884,69.35715128302691,Basic,Complete,Temperate,Medium,484.72785246704694
761.0,75.4807971767346,13.934992163095455,184.229637114645,Very High,53.112900653947236,27.58932636681585,31.822044711206825,None,Complete,Humid,Medium,193.254153820959
524.0,76.62674149115037,17.180847884841565,28.121264449012163,High,76.66208831488872,7.727055314720078,75.60134887416127,Comprehensive,Partial,Temperate,Medium,462.7772366536196
274.0,,24.704118871245953,,High,,24.98681299604593,70.91288273984502,Basic,Complete,Humid,,437.221887241093
371.0,12.574987695756013,28.607018635798838,170.1277103387054,Very High,34.22135872048909,35.9961252921062,48.51879361373907,None,Partial,,,467.9139704878594
934.0,47.353006864279834,32.63430418376372,173.3914058431817,Very High,10.288612145796451,9.05927904907011,7.7620403135038085,Advanced,Complete,Temperate,,424.6216306359993
298.0,21.468537646464192,21.558367900505402,92.81220860338848,Medium,67.82625188935543,32.215186925259225,5.414996136137473,Comprehensive,Partial,Humid,Medium,404.9293295430968
831.0,,13.82091142991025,10.292567313288426,Low,94.47892284177132,35.390666482307225,67.28617683518883,Advanced,Partial,Semi-Arid,Medium,116.31609615137496
461.0,18.700704753189846,24.851316125290104,75.6618839656277,Medium,40.929302531342444,14.162444828093994,,Comprehensive,Complete,Arid,High,465.89797942554713
226.0,63.92800395843423,21.524188707614627,296.36968358377567,Very High,15.632387343107315,15.879952660287637,27.125870304494313,Advanced,Complete,Arid,Low,386.0341163116961
300.0,45.510568462287026,17.290597986012635,78.0541543544967,Low,32.80060076725467,30.04450529829758,61.81320909249032,Advanced,Partial,Semi-Arid,Medium,409.7057892621325
813.0,20.43821917107531,21.239248542155806,36.13999617793612,Low,83.4346942512438,21.53157748515511,2.818467897576724,Comprehensive,Complete,Temperate,Low,492.7353939631605
721.0,46.119904497540674,13.312388075695141,129.0370984195309,Very High,47.88043660121899,24.993101948254136,46.02874716088492,Basic,Complete,Semi-Arid,Medium,392.8495632602914
555.0,32.156913124747135,27.066893571923433,253.0939629114959,Very High,19.628575959129464,16.02336092995804,5.898396227290403,Advanced,Partial,Humid,High,203.7498188848825
436.0,84.0736801572278,23.762359900800107,14.961900907125191,Low,25.409127167151055,33.0671169805896,44.853880004688534,,Complete,Temperate,High,438.3697312726161
934.0,72.90886507319418,27.6251631161107,170.1468211822193,Very High,11.67332814475189,27.225048233301045,63.04649953161453,Advanced,Complete,Arid,Medium,325.5178029826379
43.0,19.072302824645217,24.51545131383582,,Low,50.5271029104581,14.923258363136684,16.367259760099344,Comprehensive,,Humid,Medium,139.72150084218907
961.0,97.54597857586741,25.807974192571685,40.26144891447746,High,73.13215438895148,11.33801105207612,18.604481378897518,None,Partial,Temperate,High,331.57746807676267
800.0,6.393599055093457,34.56349462979473,23.8847835338477,Low,,9.678772219119155,,Comprehensive,Partial,Semi-Arid,Low,79.68008742562229
458.0,59.80886468292517,23.135494372687436,231.5134191116427,High,77.94017923178517,20.376476504335635,58.46933056323888,Advanced,Partial,Arid,Low,317.359819937564
,54.05552601430372,27.783927363886615,127.92428171632292,Very High,22.804663359820292,13.11703005740534,64.92768378445464,Comprehensive,Partial,Temperate,High,167.15780102162057
95.0,90.30123083117456,10.298874797699808,16.78548679268551,Very High,48.8744025409567,14.105924751939385,48.762500052348074,Advanced,Partial,Arid,Medium,254.09860534145736
